#OTU ID;I1_meso;I2_meso;I2_thermo;I3_meso;I3_thermo
8a7113c5da977edac4337233d0770661;0;0;0;0,473435034;0
a9fec053c20caf0b81e6663503295556;0;0;0;3,892688059;2,136258661
be85a4517682d9035831ee47047f744f;0;0;0;0,57864282;0
59b9a929363b7151de23050579fb05f1;0;0,182815356;0;0;0
af3597c6f08b8437e099f018786eb99e;0;0,219378428;0,417681866;0;0
0c3bc604b9cc2277dd0f387669d2aa70;0;0;0;0;0
d7454a6ddb4a5affe6a7c67f0e26c564;0;0;0,730943265;0;0
3416bd8834cc442f2f393dc9f7ac8547;0;0;0;1,157285639;2,251732102
f63cd265fe60429d141009ec84899948;0;0;0;0,263019463;0
6df6d4268dd456005eaf4c9fcc521ea3;0;0,438756856;0,661329621;0;0
cf32094da0821c505fa29320f86f3a75;0;0,219378428;0;0;0,230946882
840e6110909bb7535e0a1b18a9057262;0;0;1,287852419;4,997369805;1,270207852
bb9d155f779affda5d4f1b8356d0b3bb;0;0,219378428;0,417681866;0;0
9603ea743aee3afa19944dadda8dbc97;0;0,329067642;0,417681866;0;0
7dd8d548e51380f8349e5ab3a512fba7;0;0,182815356;0,174034111;0;0
84b1de1d42dad9636db01cbe2aa8117f;0;0;0;0,631246712;0,750577367
f90b1e4986f0aa0a0a5f9eb6a30b7b09;0;0,511882998;0;0;0,173210162
186cc7dea73ef810254928ecb7b0503e;0;0;0;0;0
12127c6a8f3a3cead273582cb510c739;0;0,109689214;0,139227289;1,36770121;1,847575058
058628a1e016636c258d24c41ff59cc9;0;0,073126143;0;0;0
cfe1ef176d4c0bfc8c4f6efc3b624784;0;0;0,069613644;0;0
ed97b8fa9a2971e79665de0497b3f443;0;0;0;0;0
c74e305ece7a5c2211ce7784b656e9c6;0,111028868;0;0;0;0
f99e1b735fe96875312084bb5af51bf4;0;0;0,069613644;0;0
de29825fc512395e048a7b309192117c;0;0;0;0;0
d8356663107db5b42eda8ac95e696e77;0;1,535648995;0,591715976;1,052077854;0
9717093f5bd0cbd093b5117e0ed5ba75;0;1,572212066;0,522102332;0,57864282;0
aca9e1516edcfff04d89443e09b88484;0;0,658135283;0;0;0
01ff06469dc186b1de81103d4a9f76cc;0;0,548446069;0,382875044;0;0
d9b188d0b5a48205bdec9368ce09202b;0;0,219378428;0;0;0
2b44b25130e3e90cfdee907d24cf3d97;0;0,548446069;0;0;0
83b3c63bb4f4c0f7c5e48f7b85cecf4e;0;0,731261426;0;0;0
fa4d44045f0620580e9e91d3eec05519;0,407105848;0;0;0;0
6ac17dde7ccebe59aca2eee958328a57;0,111028868;0;0;0;0
da95476099c53a4bb2db9e1f1685973e;0;0;0;0;1,154734411
586e7f878a63348fa18bfa6c014c8c09;0,629163583;0;0;0;0
e8d7c0acd81a9d64d224e05512e796c8;0,370096225;0;0;0;0
521a3ec08e28ae9d0d6aa5cd324499c5;0,629163583;0;0;0;0
8c9879d4a717ea1588ea2ea178326f21;0;0;0;0,946870068;0
22816750257bf697f880ae8ca3b495fd;0,481125093;0;0;0;0
6650475d97f588572a9afd590b188ddf;0,333086603;0;0,104420466;0;0
ba88ba9e258f7b41d962b81e56f3b9d2;0,222057735;0;0;0;0
fb874dc2c8131c8b63362ac101402ffa;0,074019245;0;0;0;0
2322813d36eda361d162c27a70405289;0;0;0;0;0
7b28e962ebb6398038ce819188490082;0;0;0;0;0
b032464eddda5f45654fd0c890e327ad;0;0;0;0;0
7e62475a43179f67ce344504d2f79c6c;0;0;0;0;0
82f315fbe1834f50ddb5ef3a6213bd3d;0;0;0;0;0
156c4e75d229c5ccff9c408635967b68;0;0;0;0;0
0e60e8a6ebda113f696f55044a0ba7b3;0;0;0;0;0
33f03b357df9780a3cfa57db538370c5;0,185048113;0;0;0;0
9414b1af9a086b4afcd73fc067e08c0e;0;0;0;0;0
add0eb8cd9bd3d081531aac8b89e91f5;0;0;0;0;0
b5883f8fc7acd94db56e202de42ea631;0;0;0;0;0
797e691c192b4160b130ded675514840;0;0;0;0;0
01bc101ffc7722c12acee7761b207a22;0;0;0;0;0
4208fe16e1c714db978bbb6c514315a1;0;0;0;0;0
7d4a9009ca58dd1c58738da6969a9f15;0;0;0;0;0
493d5a624ce0f17832f071d2cddefe36;0;0;0;0;0
b51c5ec6a15000a57362c9cb5f9f2f9e;0;0;0;0;0
1c93c0145416a6130a9606396a2dd049;0,111028868;0;0;0;0
7e14bfce140c123bb2754b55423f42b1;0;0;0;0;0
60dd071ad86f3dc057dff2e6e58f72ca;0;0;0;0,105207785;0
44799dfefd88eab9a8f32c666bd22bb0;0,222057735;0;0;0;0
2bcb67d95819871b1b6ecf4a15599d01;0,29607698;0;0;0;0
5b4437e96446e4838ba93f6f87ad6dbe;0;0;0;0;0
749e47d7feb19e316893b6585cdcd687;0;0;0;0;0
d0f1eb3c485cb6e6c50928b61c5a5720;0;0;0;0;0
8a634b93963fe0f4397999a8985f00e0;0;0;0;0;0
37e1c622e1cb8032d6fec127721c4398;0;0;0;0;0
c0745a4c6fbf611f67b8b0c213ff393c;0;0;0;0;0
f99f17ac54c86f962dd0de237fc016b6;0;0;0;0;0
a2c9ef2f7d5173e67cc80bdf59736f8c;0;0;0;0;0
306334404fddb8185d9514de0052ba64;0;0;0;0;0
ee201c30001f35cfd71be1fb28d1dc89;0,111028868;0;0;0;0
2c28b1d3072d47fce1d4be303e809ef4;0,185048113;0;0;0;0
9ade6e6765019f479bf4ba8fe8afbbbb;5,736491488;0;0;0;0
790f4fe84d842af99c18ed698b566098;14,39674315;0;0;0;0
455214a5c543937edc50f6abaae1e3e7;0;0;0;0;0
5a46248a1f6e4ef2c89e9c91466ac404;0;0;0;0;0
656fcefdc2c0c21c004c4ce01defc46d;0;0;0;0;0
8415b4329a461e772912b3845ddd1f67;0;0;0;0;0
64e8975da7f1126ba0cb6806db806d8a;0;0,073126143;0;0;0
7fed2e7baa6ed861f1b399810d417958;0;0;0;0;0
5dcba3e1dc7b61e9c516a3f5b6247f8f;0;0,146252285;0;0;0
f963f3c036a23221477577ff3f104f99;0;0;0;0;0
3741a34a2d5632cb7edbfecdea800b57;0;0;0;0;0
5858d13a768822a93cab629602486572;0;0;0;0;0
4a4a88a1ae264123774e010b8ea03217;0;0;0;0;0
080ed8eeca746fc978f5deb2f9cde276;1,369356033;0;0;0;0
081d68142b0a422583578c0a5d3dee90;0,111028868;0;0;0;0
21f82e6fc3a089bf018eac7130210944;0;0;0;0;0
437e080f8bbd6b50112999aad56ad956;0;0;0;0;0
0c4d29b031f8eb64fc03e353fc0daa6d;0;0,146252285;0;0;0
dafaf96d412d3b3da6024676e045a6e5;0;0;0;0;0
30561e785e9a06169be1a066b3a5a564;0;0;0;0;0
b3847e0bd2a47ac37c73d1e397a47b84;0;0;0,208840933;0;0,404157044
52ed848a6c48bf6f5d747443b1ceb10c;0;0;0;0,368227249;0
dc7ae806a2932144cfa3c6607704828d;0;0;0;0;0,692840647
dc6fa97ed4be66d099ee5e149362d264;0;0;0;0,526038927;0
363ebcc7cea398be105693e2d3ff0de0;0,88823094;0;0;0;0
f184ccd6749df40cb75bcebcd141a601;0;0;0;0,157811678;0
efd254fc88454db31d0354e1e763c16e;1,33234641;0;0;0;0
9352502303f6fd7c54d2a33e7673da29;0,222057735;0;0;0;0
124ade8900e4f6f094e52b98ee66c425;0;0,109689214;0;0;0
b5804747d36b9b6c7494de9265e7c5b5;0;0;0,104420466;0;0
54b86e244965c1a60bcb5600ac5795b1;0,259067358;0;0;0;0
491c4d83f3f8aea6d0665deb0450fe2d;0;0,438756856;0;0;0
6429db3b78064ceb4c883e964af18295;0;0,438756856;0,348068221;0;0
896f7966fdbb64c7cfaa96c8ab43564b;0;0;0;0;0
2ea76c92924ad938ede034d79427ebfb;0;0;0;0;0
189da3c3c008715b48398ba1338a19f7;0;0;0;0;0,404157044
858dce6c89096791f684613db02e0cb5;0;0,365630713;0,174034111;0;0
789743f657f52831b1f25e41ff7daffd;0;0,182815356;0;0;0
2abba5174dfd106f34c22e4b1c04261f;0;0;0;0,105207785;0
3ad612b605e5a75fb5b655f39f7555b8;0;0;0;0;0,230946882
2a2f6a11b8f07661066fe855f1cb5397;0;0,658135283;0,104420466;0;0
570be51a69bdbee1a65972132a197dcc;0;0,109689214;0;0;0
db0f3726f762eb62741e5009f7bfd5ac;0;0;0;0;0,173210162
61227f406aba3e73df9a84ad9c816fde;0;0;0;0,157811678;0
ec3c48bb55127f8aa60cc3ee16a2bbc3;0;0,255941499;0,278454577;0;0
38bc30cfaae78fc61deee15aec3a0bfd;0;0,329067642;0,417681866;0;0
44ed616c93e3337f043f07c06d45838f;0;0;0;0;0,519630485
8d5ce8a6b5cbf54ae28cc8a7d28b7c3e;0;0;0,452488688;0;0,461893764
10180c1f2faec92aad1f5e5736d3b5e5;0;0,402193784;0;0;0
61f3209ce4512947a725c015048afd99;0;0;0,48729551;0;0
33d87450f7af4a3295f27ebfc10c0aca;0;0;0,174034111;0;0
980849bfc2f7105df73b005eb921d2cc;0;0;0;0,420831142;0
d3426de70575fc163a7ddbb53b295b5f;0;0;0,243647755;0;0
6d5a5b9fee2384863f2ccfa0f298e2bf;0;0;0,243647755;0;0
db78d18e2fc19035325d8eb6c33069a5;0;0,219378428;0,278454577;0;0
ac858062b38cadfe787bcf6f264013bc;0;0;0,348068221;0;0
921396858e46e63e81058be2db87d63f;0;0;0;0;0
c3d514fdddf3a504c2a4271fb850a8c9;0;0;0,174034111;0;0
4d05b191a91ccaec094a4b729cef6e2a;0;0;0,278454577;0;0
a23aed8d04203fc50dbbbeccaa35e520;0;0,511882998;0,174034111;0;0
63e2927425b578247ee8890f00def43f;0;0,438756856;0,208840933;0;0
0551b1c6d1e24d55488cad68a6edc371;0;0;0,243647755;0;0
76d1d1ddb716ef0cc0c36e5aa4f12d11;0;0;0,243647755;0;0
669075e3442151065c90a16e359c314d;0;0;0;0;0,519630485
efe33032dcb8677487975c676233fc2d;0;0;0;0;0,230946882
3c8bae5063cf318fdf27395f742e0fee;0;0;0;0;0,346420323
92be7d0065975fdfbcec401ab6fbffb7;0;0;0;1,683324566;0
34263387ed1f4c832640aff321e0371b;0;0;0;0;0,635103926
1ab7712e03319930ae714cee11d0f541;0;0;0;1,735928459;0
2ed8a0d54ab29b44f063a065707f9b50;0;0;0;0;0,288683603
2783ef64554397a29a48ed1b532231a5;0;0,146252285;0,243647755;0;0
9f7acdd15c3c1280fd81c7976bebad39;0;0,329067642;0;0;0
1123009a9564999cead48fa1f229ed38;0;0;0;0;0
f94cd76b41c99276e9e628d33e5606a8;0;0;0,069613644;0;0
ec1c98519cab98d8781acf809a031ab3;0;0,109689214;0;0;0
fa4a1e6cd0164d7a217c0a0298658fc9;0;8,665447898;0,382875044;0;0
98d1bdbc0e3bf55b4c5c32cbcaff300d;0;0,073126143;0;0;0
85cfedba1ae05495af486dd2a9d68a0f;0;0;0;2,630194634;0
12d6c1eea9ef6186ffa024a830fa4ea6;0,111028868;0;0;0;0
fc900b1f5e8976d2fb0ca2c6651585f1;0,518134715;0;0;0;0
01e795137e460ed9808a919079635cf5;0;0;0,313261399;0;0
7cb7fa74e5e2f8477a16dd7777c91511;0;0;0,348068221;0;0
3b5e3b0d75fcd8f91b188e3c13ae1c3e;0;0;0;0,683850605;4,965357968
baca23d206b99106d8340e51388b3029;0;0;0,313261399;0;4,503464203
bdfe0e80263d004605dfadde25bc2dec;0;0;0,243647755;0;0
a8b44078cde451da374a850fb40c1dcf;0,185048113;0;0;0;0
fec53b2ff0dc612fe9cd88de4d2074f9;0,185048113;0;0;0;0
7d37c47ae1669f379c55dd90395e229b;0,185048113;0;0;0;0
acc703e33eda4b05edeb090ce7acc9cf;0;0,109689214;0;0;0
af640eb585bbfbbd8487db7321c5b6d6;0;0,109689214;0,208840933;0;0
48d77b6cae93c40b81efd1e534a7656e;0;0;0;0;0,577367206
6afe79071e114809cb97d2d590fecf4f;0;0;0;0;1,616628176
36c1c57d5560b630fe235272bf9d2877;0;0;0;0;0,635103926
e32e1f89f6cf62a7d9f51c40cd265956;0;0;0;0,263019463;2,020785219
992f02265fbf48c5bea26ae078354972;0,074019245;0;0;0;0
2a1409d81c6bf40defd466586bbcf3f9;0;0,511882998;0;0;0
a17932ecfa428391eb46c6027d46c34f;0;0;0;0;2,598152425
a0b34c7853662ffc4030e3fe78b7b785;0;0;0;0;0,115473441
e0d26c15357524ea8487a95e16076e47;0;0,329067642;0,243647755;0;0
5216dca0de585870ff07cc975d1c0cd8;0;0;0,626522798;0;0
1f2684f0c0d96d5179a5445b87a6d4b9;0;0;0;0;0,923787529
2200039e5c7c834d6f4390efae52a2cb;0;0;0,243647755;0;0
00bc97539a7057ac079b17fd82b1489b;0;0;0;0;3,17551963
ed3b40ae0cd3b86397d9535e4d5a21dd;0;0;0,452488688;0;0
03245c483c51c1e697fdd4d43f1a2d7b;0;0;0;0,105207785;0
88861f808a39d4b81a9fb1234f27f586;0;0;0;0;0
c676bce59ece902fd51fe359fe059cf8;0,111028868;0;0;0;0
86fa02039ff5b2a3696a58f5c014553d;0;0,146252285;0,069613644;0;0
819369864d50014914d08ccf758b6e33;0;0;0;0;0,115473441
e5bfff771b720a2dd01dc0699b2e1524;0;0;0;0,210415571;0
e9b9fc5e609bdf23f9585a823b02077d;0;0;0;0;0,230946882
c0752c9a8cc39e879ed64a4c76cfbbcd;0;0;0;0;0,519630485
16ef44f3c963849675d47f1c314054a7;0;0;0;0;0,230946882
b8e8131b800327345e1263e05b659bf7;0,222057735;0;0;0;0
cb33a7d7b104e6ffd8002963bf4ffd45;0;0;0;0;0
c18ed226e15282740cdf2bc668be44ba;0;0,073126143;0;0;0
d1fb1c2109b6623090016288628d3581;0;0;0;0;0
1e51fef37c4e115118b00322d91ed5e5;0;0;0;0;0
f50652cb7c58e51e99faca63b4a97e09;0;0;0;0;0
5c6b1bea6cd78f5d8d0bb375473fdbf1;0;0;0;0;0
3c7ed798b32c61c7d46895a5f681277c;0;0;0;0;0
782e85bbe5786ac54c1f7f96f0de85c8;0;0,109689214;0;0;0
dfd343dc8bad711eff60c2caa7e22139;0;0,329067642;1,392272885;0;0
f8c579ebd3d6e4df902ece7489a47f9c;0;0,329067642;7,553080404;0;0
11807c27ac6828321d3ad7b8071034dd;0;0;0,069613644;0;0
c20735ca0e1debbcabe42420c1b13e8f;0;0,219378428;7,935955447;0,157811678;0
d7a1432a5248f56ec3e550af2f3fb226;0;0;0;0;0
5e2504add60e00ab17eac1078a4cb988;0;0;0,069613644;0;0
5e75c5331a746c1a29a80e0c95d719ea;0;0;0;0;0,346420323
3b2ab030e6402cceebda8debd448e421;0;0;0;0;0,115473441
5e62d5d9bb93be53375344ddd296de1b;0;0;0;0;0,404157044
f7beabb2497b62cc693c2dd9b730f4d0;0,14803849;0;0;0;0
be61dc178344f57436e5d267859e1159;0;0;0;0;0,461893764
504570f1661ea6bea03d0de41f6ffed5;0,074019245;0;0;0;0
8dd1e217af8995011fd5838a1d87a69c;0;0;0;0;0,115473441
73869cd571df4f6dcefe15d0892c7385;0;0;0;0;0,288683603
d7c31a7877510b7ea2ad675ddb43c2f1;0;0,255941499;0;0;0
8ab57d9f4522fb2ce9410fe7bd601828;0;0,146252285;0;0;0
7b3fd88c2875956555ca84e0039b2251;0;0,219378428;0;0;0
894f44a2291dddd711a44baac40b3642;0;0,146252285;0;0;0
186cc0ee5743dbc544789f327a1e8d34;0;0;0,069613644;0;0
52ef78934e15d7ddda91a1eb87cda6c4;0;0;0,174034111;0;0
59eff7706e47d0ae83073eda775fb55e;0;0,767824497;0,348068221;0,841662283;0
24b4a8c96a2d323f1fec2c6003c5f774;0;0,621572212;0;0;0,230946882
efa4c0ff3c814440bbacedda4cbf0a35;0;0,438756856;0,278454577;0;0
e149282dd0ab2c52671cc7da22f3e0de;0;0;0;0;0
5f0387facad2743747312143c492893f;0;0,475319927;0,174034111;0;0
266077de2511aba0ee4da1a50d047ed9;0;0;0,104420466;0;0
b48b412b0cd2450f7928ce2ce077a91d;0,407105848;0;0;0,210415571;0
66d7d985bf9257dfa372cdfa5cd0d80f;0,111028868;0;0;0;0
03e03003b089c0cdd967deab3eab1184;0;0,109689214;0;0;0
bdd16c6b6416a13ea248da6f7d2694e1;0;0;0;0;0,115473441
62ea78d2eccb0e24fa4ae0482edad590;0;0;0;0;0,404157044
0e4d39243561aa7beee3e4a726d979ee;0;0;0;0;0,519630485
38adeb8aaf35bbc29283510e1694be5c;0;0,073126143;0;0;0
b9de287dec830b9b6cd84d509195d4b6;0;0;0;0;0,173210162
39eab8eaa9fa57f5989f766e4c072f01;0;0;0;0;0
70eca2ede918028de20086357f743575;0;0;0,139227289;0,210415571;0
602184140e00ed030b267a4f4a015b54;0;0;0;0,210415571;0
124534cdae2ab0cb83e3372406bb5dfd;0;0;0;0,473435034;0
ced069a4ddd41c21195e621d2d794fff;0;0;0;0;0
d682029f2cb2aea15584da22274f1102;0;0,219378428;0;0;0
51e04e83e2a52f94fd7009de5ee52ff8;0,14803849;0;0;0;0
8586154d13689d0a301e335232831092;0;0,073126143;0;0;0
22e72ad70ddbfb46556bd3f139997f9c;0;0,109689214;0;0;0
38744d1fb7b4d1b83ea8fc03239e4f5d;0;0,146252285;0;0;0
d702979c3d037a603cceb636bf81b5db;0;0,182815356;0;0;0
fa85de496dac8508f9ab1c09cb6aa787;0;2,778793419;1,113818308;0;0
64fa4aea4740ce555441611e0fff5555;0;7,020109689;1,809954751;0;0
77807caea90c70914bef0ff1e11905e9;0,074019245;0;0;0;0
89952c9a76bd96d323add1ef27a521a3;0,259067358;0;0;0;0
acb08a71b71a37bc640468bdc358c8e8;0;0;0;0;0
a5eb365eef24d848fa6a37c08d9e4f28;0;0;0;0;0
e146092914fa3215cc965f34f981daad;0,185048113;0;0;0;0
fda1a14d799ac7e09771d6fd9748dcd3;0,185048113;0;0;0;0
2b8b2ca5e7e73d70a632e45e44988e1a;0;0;0;0;0
16a21ff959b9a88f2f374f4808086c97;0;0;0;0;0
8a12ecc8c778358fa6bfbbbf8e66baa5;0,074019245;0;0;0;0
1d9c322cffa3cd41b62e4adeaa21cede;0;0;0;0;0
d5cd052f6020a5db126d7bc1de040a0e;0;0,219378428;0;0;0
87abf5a2a0cbe55ae2bb5d85749205d6;0;0,109689214;0;0;0
7eb0b7fa01b4d6089af2197c98f42a26;0;0;0,069613644;0;0
e5ed55d064e0846c3f5811317c121775;0;0,109689214;0;0;0
f9f89ce49f4d7b04df3911874bf6dbc6;0;0,109689214;0;0;0
5d68f7c96554dc651697b1e04bc2c677;0;0;0;0;0
82e322d7dacfb8f420df8d9809ca9bfa;0;0;0;0;0
db228980945aaedeb2be645c996673c4;0;0,29250457;0,069613644;0;0
09d9536d575f53f9de232a42a3adb569;0;0;0;0;0
9dc6fbd196b56f635306c35373cf0781;0;0,585009141;0;0;0
c227be744a8ca8bd97f43ee7800681aa;0;0,402193784;0;0;0
8a213b127bd9a8184dd307f38e441e5a;0;0,073126143;0;0;0
51139e0577535793801f98da176cec27;0;0,255941499;0;0;0
